content,stopwords_removal,score,category
aplikasi ini bukannya lebih baik dari sebelumnya malah lebih buruk sungguh dipersulitterutama diverifikasi wajah sangat tidak responsif dan selalu gagalmohon untuk dibenahin lagi agar bisa lebih baik lagi,"['aplikasi', 'buruk', 'sungguh', 'dipersulitterutama', 'diverifikasi', 'wajah', 'responsif', 'gagalmohon', 'dibenahin']",1,negative
tolong diperbaiki ya saya butuh untuk transaksi ke mana mana gagal terus mau ke ewallet lain ke bank juga gagal terus udah saya coba beberapa kali terus saya coba cek di play store siapa tau belum update tapi udah update ke versi terbaru padahal dana yang saya simpan di sini lagi dibutuhin banget di ewallet yang lain malah ga bisa bisa,"['tolong', 'diperbaiki', 'butuh', 'transaksi', 'gagal', 'ewallet', 'bank', 'gagal', 'udah', 'coba', 'kali', 'coba', 'cek', 'play', 'store', 'tau', 'update', 'udah', 'update', 'versi', 'terbaru', 'dana', 'simpan', 'dibutuhin', 'banget', 'ewallet']",1,negative
pembelian token listrik status gagal saldo kepotong hub cs tidak ada respon apps mengecewakan,"['pembelian', 'token', 'listrik', 'status', 'gagal', 'saldo', 'kepotong', 'hub', 'cs', 'respon', 'apps', 'mengecewakan']",1,negative
aplikasinya masih bagusan mbanking yg mudah dlm operasionalnyasaat verifkasi wajah sering hrs di ulang ulang pdhl cukup terang pencahayaan pengiriman kode otp lama bgitu terima dimasukkan sdh ga berlaku hadeh,"['aplikasinya', 'bagusan', 'mbanking', 'mudah', 'dlm', 'operasionalnyasaat', 'verifkasi', 'wajah', 'hrs', 'ulang', 'ulang', 'pdhl', 'terang', 'pencahayaan', 'pengiriman', 'kode', 'otp', 'bgitu', 'terima', 'dimasukkan', 'sdh', 'berlaku', 'hadeh']",3,neutral
bintang dulu aja ya soalnya mutasi transaksi ga ada kolom saldo keterangan transaksi juga ga ada padahal itu penting banget buat saya akhirnya ya kembali lagi deh ke mobile banking,"['bintang', 'mutasi', 'transaksi', 'kolom', 'saldo', 'keterangan', 'transaksi', 'banget', 'mobile', 'banking']",3,neutral
awal instal bisa login hari kemudian saat mau transaksi terlogout sendiri di coba login kembali tapi tidak bisa pada akhir nya pakai aplikasi yg sebelum nya aplikasi yg ini belum matang perlu banyak perbaikan,"['instal', 'login', 'transaksi', 'terlogout', 'coba', 'login', 'pakai', 'aplikasi', 'aplikasi', 'matang', 'perbaikan']",1,negative
mohon untuk di perbaiki lagi sistemnyamau login aja lama bangetgiliran bisa login fiturnya gak kebuka,"['mohon', 'perbaiki', 'sistemnyamau', 'login', 'bangetgiliran', 'login', 'fiturnya', 'gak', 'kebuka']",3,neutral
suka banget sama aplikasinya mudah digunakan praktis dan memudahkan banget jaman sekarang gen z dan milenial harus download karena aplikasinya memudahkan hidup,"['suka', 'banget', 'aplikasinya', 'mudah', 'praktis', 'memudahkan', 'banget', 'jaman', 'gen', 'z', 'milenial', 'download', 'aplikasinya', 'memudahkan', 'hidup']",5,positive
kenapa top up e wallet nya dibatasin cuma jt gak spt aplikasi sebelumnya bni mobile saya kasih bintang mudah mudah ada pembenahan lagi limitnya,"['top', 'up', 'e', 'wallet', 'dibatasin', 'jt', 'gak', 'aplikasi', 'bni', 'mobile', 'kasih', 'bintang', 'mudah', 'mudah', 'pembenahan', 'limitnya']",1,negative
efisien karena jadi tau pemasukan dan pengeluaran bulanan berapa dibikinkan chartnya gtu sama wondr yg paling mantap menu qrisnya gaperlu pake password lg jd lbh gercep mantul thankyou wondr thankyou bni,"['efisien', 'tau', 'pemasukan', 'pengeluaran', 'bulanan', 'dibikinkan', 'chartnya', 'wondr', 'mantap', 'menu', 'qrisnya', 'gaperlu', 'pake', 'password', 'lbh', 'gercep', 'mantul', 'thankyou', 'wondr', 'thankyou', 'bni']",5,positive
di bni mbanking yg dlu ada fitur mobile tunai jadi bisa tarik tunai tanpa kartu atm di wondr sekarang ini gaada fitur itu mungkin boleh nanti ditambahkan lagi fitur itu karna sangat membantu banget,"['bni', 'mbanking', 'dlu', 'fitur', 'mobile', 'tunai', 'tarik', 'tunai', 'kartu', 'atm', 'wondr', 'gaada', 'fitur', 'fitur', 'karna', 'membantu', 'banget']",3,neutral
bni yang lama susah akses ini juga sama kendala terus sedangkan kita perlu untuk transaksi tolong donk segera diperbaiki,"['bni', 'susah', 'akses', 'kendala', 'transaksi', 'tolong', 'donk', 'diperbaiki']",1,negative
kenapa wondr bni saya tidak aktif tolong perbarui fitur nya dong agar bisa mengaktifkan kembali mbanking saya mau transaksi ga bisa krna rek saya gak aktif klo udh diupdate fiturnya baru kuksih bintang,"['wondr', 'bni', 'aktif', 'tolong', 'perbarui', 'fitur', 'mengaktifkan', 'mbanking', 'transaksi', 'krna', 'rek', 'gak', 'aktif', 'udh', 'diupdate', 'fiturnya', 'kuksih', 'bintang']",1,negative
sedikit saran kasih fitur agar bisa screenshot soalnya pas mau screenshot riwayat transaksimutasi gak bisa,"['saran', 'kasih', 'fitur', 'screenshot', 'screenshot', 'riwayat', 'transaksimutasi', 'gak']",5,positive
terus penggunaan harus pakai data kalo yang sehari pakai wifi gimana aneh banget pake wifi kok ga bisa,"['penggunaan', 'pakai', 'data', 'kalo', 'sehari', 'pakai', 'wifi', 'gimana', 'aneh', 'banget', 'pake', 'wifi']",2,negative
secara tampilan memang lebih fresh dan mudah dipahami namun untuk fitur ewalet masih belum bisa digunakan selalu saja terdapat kendala ada kendala di sistem kami tolong segera diperbaiki,"['tampilan', 'fresh', 'mudah', 'dipahami', 'fitur', 'ewalet', 'kendala', 'kendala', 'sistem', 'tolong', 'diperbaiki']",3,neutral
aplikasinya mantull mudah prosesnya mudah bertransaksinyaa gak pake ribet deh,"['aplikasinya', 'mantull', 'mudah', 'prosesnya', 'mudah', 'bertransaksinyaa', 'gak', 'pake', 'ribet']",5,positive
kalau aplikasi gak bisa itu kenapa ya saya sudah ikutin tutorial dari youtube buat buka izin dari aplikasi sama aja gak bisa dibuka,"['aplikasi', 'gak', 'ikutin', 'tutorial', 'youtube', 'buka', 'izin', 'aplikasi', 'gak', 'dibuka']",3,neutral
udah daftar seminggu kemudian daftar lagi isi data teross masih mending app bni yg lama penjelasan lengkap udah daftar dan dijalankan oke aman seminggu kemudian ketika dijalan mau transaksi dan login lagi disuruh daftar lagi oke gua turutin fine skrg mau login disuruh daftar ulang lg mau nya apa daftar terus kenapa ga app yg lama aja dikembangkan,"['udah', 'daftar', 'seminggu', 'daftar', 'isi', 'data', 'teross', 'mending', 'app', 'bni', 'penjelasan', 'lengkap', 'udah', 'daftar', 'dijalankan', 'oke', 'aman', 'seminggu', 'dijalan', 'transaksi', 'login', 'disuruh', 'daftar', 'oke', 'gua', 'turutin', 'fine', 'skrg', 'login', 'disuruh', 'daftar', 'ulang', 'daftar', 'app', 'dikembangkan']",1,negative
di aplikasi wondr tidak ada riwayat transaksi yang tampilannya seperti rekening koran aplikasi yg lama sehingga tidak terlihat saldo sebelumnya saranuntuk tampilan riwayat transaksi untuk dapat dilengkapi seperti aplikasi sebelumnya seperti rekening koran,"['aplikasi', 'wondr', 'riwayat', 'transaksi', 'tampilannya', 'rekening', 'koran', 'aplikasi', 'saldo', 'saranuntuk', 'tampilan', 'riwayat', 'transaksi', 'dilengkapi', 'aplikasi', 'rekening', 'koran']",3,neutral
tidak bisa masuk buat transaksi selalu ada tulisan sedang perbaikan padahal pake wifi sinyal bagus aneh apk nya,"['masuk', 'transaksi', 'tulisan', 'perbaikan', 'pake', 'wifi', 'sinyal', 'bagus', 'aneh', 'apk']",1,negative
ui dari aplikasi sangat menarik dan user friendly lebih simpel drpd mobil banking banyak diskonan juga untuk kulineran,"['ui', 'aplikasi', 'menarik', 'user', 'friendly', 'simpel', 'drpd', 'mobil', 'banking', 'diskonan', 'kulineran']",5,positive
bintang dulu soalnya tidak bisa melewati verifikasi email dan eror terus saat masukin kode otp sampai sekarang akun saya tidak bisa di gunakan karena tidak bisa melewati verifikasi email,"['bintang', 'melewati', 'verifikasi', 'email', 'eror', 'masukin', 'kode', 'otp', 'akun', 'melewati', 'verifikasi', 'email']",3,neutral
masih kurang tidak bisa setor tunai tanpa kartu,"['setor', 'tunai', 'kartu']",3,neutral
ganti perangkat nya ribet bget,"['ganti', 'perangkat', 'ribet', 'bget']",3,neutral
kenapa ya tiba aplikasinya kendala infonya tim kami lagi perbaiki yuk coba kembali udah aku unistall terus instal lagi tetep aja padahal kepunyaan temenku aman aja udah hari woi kek gini gimana mau melakukan transaksii klo kek gini woii admin,"['aplikasinya', 'kendala', 'infonya', 'tim', 'perbaiki', 'yuk', 'coba', 'udah', 'unistall', 'instal', 'tetep', 'kepunyaan', 'temenku', 'aman', 'udah', 'woi', 'kek', 'gini', 'gimana', 'transaksii', 'kek', 'gini', 'woii', 'admin']",1,negative
mudah namun masih banyak kekurangan fitur tidak ada mobile tunai saya kerepotan saat kartu kadaluarsa,"['mudah', 'kekurangan', 'fitur', 'mobile', 'tunai', 'kerepotan', 'kartu', 'kadaluarsa']",3,neutral
aplikasi transaksi tanpa kartunya tolong lah di buat agar mempermudah tarik tunai tanpa kartu atm,"['aplikasi', 'transaksi', 'kartunya', 'tolong', 'mempermudah', 'tarik', 'tunai', 'kartu', 'atm']",3,neutral
aplikasinya ringan dan juga tampilan ui nya mudah digunakan registrasi cepat hanya beberapa menit saja langsung berhasil,"['aplikasinya', 'ringan', 'tampilan', 'ui', 'mudah', 'registrasi', 'cepat', 'menit', 'langsung', 'berhasil']",5,positive
sangat baik dan membantu,['membantu'],5,positive
apk nya jos tpi agak delay,"['apk', 'jos', 'delay']",3,neutral
aplikasi yang sangat membantu fiturnya mudah di pahami dan juga memudahkan saat melakukan transaksi,"['aplikasi', 'membantu', 'fiturnya', 'mudah', 'pahami', 'memudahkan', 'transaksi']",5,positive
untuk sementara pake app lamaberasa lebih nyamankalau transaksi gagal ya tetap gagal kalau di app ini transaksi gagal tapi tetap kehitung ada dana keluar,"['pake', 'app', 'lamaberasa', 'nyamankalau', 'transaksi', 'gagal', 'gagal', 'app', 'transaksi', 'gagal', 'kehitung', 'dana']",1,negative
sangat membantu urusan perbankan n transaksi lainnya,"['membantu', 'urusan', 'perbankan', 'transaksi']",5,positive
lebih simpel dan mudah digunakan lebih colourfull untuk bayar qr lebih cepat mantap,"['simpel', 'mudah', 'colourfull', 'bayar', 'qr', 'cepat', 'mantap']",5,positive
aplikasi nya oke keren cuman satu saran saya tolong min adakan tarik tunai tanpa kartu ke semua atm bank bersama pasti keren tolong ada kan ya min secepatnya,"['aplikasi', 'oke', 'keren', 'cuman', 'saran', 'tolong', 'min', 'adakan', 'tarik', 'tunai', 'kartu', 'atm', 'bank', 'keren', 'tolong', 'min', 'secepatnya']",5,positive
wonder keren penuh tampilan yang segar dan milenial melalui kemudahan fitur cepat simpel dan tidak pake ribet,"['wonder', 'keren', 'penuh', 'tampilan', 'segar', 'milenial', 'kemudahan', 'fitur', 'cepat', 'simpel', 'pake', 'ribet']",5,positive
wonder knp dah sering bgt log out trs gg bisa log in lagi udh gt ganggu an mulu huhu saat mendesak ky gini butuh bgt tp gg bisa log in keluar otomatis terus,"['wonder', 'knp', 'dah', 'log', 'out', 'trs', 'gg', 'log', 'in', 'udh', 'gt', 'ganggu', 'an', 'mulu', 'huhu', 'mendesak', 'ky', 'gini', 'butuh', 'gg', 'log', 'in', 'otomatis']",1,negative
mantabs sangat mempermudah transaksi,"['mantabs', 'mempermudah', 'transaksi']",5,positive
saya melakukan tf tapi gagal namun saldo saya berkurang sejumlah tf sudah di lapirkan via email namun gak ada respon,"['tf', 'gagal', 'saldo', 'berkurang', 'tf', 'lapirkan', 'via', 'email', 'gak', 'respon']",1,negative
kasih bintang dulu karna pelan dipaksa pindah dari aplikasi yg lama padahal aplikasi bni yg lama sudh tdk ada masalah,"['kasih', 'bintang', 'karna', 'pelan', 'dipaksa', 'pindah', 'aplikasi', 'aplikasi', 'bni', 'sudh']",1,negative
punya saya mau login ko harus masukin no debittapi saya lupa no debit nyaapakah bisa dibantu min,"['login', 'ko', 'masukin', 'no', 'debittapi', 'lupa', 'no', 'debit', 'nyaapakah', 'dibantu', 'min']",4,positive
wo hohho knp ga dari dulu aja nih aplikasinya se keren dan senyaman ini ya hayu tingkatin lgi,"['wo', 'hohho', 'knp', 'nih', 'aplikasinya', 'keren', 'senyaman', 'hayu', 'tingkatin']",5,positive
sangat memudahkan transaksi,"['memudahkan', 'transaksi']",5,positive
aplikasinya sangat membantu,"['aplikasinya', 'membantu']",5,positive
cepat dan praktis,"['cepat', 'praktis']",5,positive
fiturnya keren tampilannya modern dan bikin urusan finansial jdi lbh santai keren bgt pokoknya,"['fiturnya', 'keren', 'tampilannya', 'modern', 'bikin', 'urusan', 'finansial', 'lbh', 'santai', 'keren', 'pokoknya']",5,positive
metode transfer bifast malah gabisa harus pake yg realtime dgn biaya admin lebih mahal mls bgt,"['metode', 'transfer', 'bifast', 'gabisa', 'pake', 'realtime', 'dgn', 'biaya', 'admin', 'mahal', 'mls']",3,neutral
ini ko aplikasi nya tidak bisa digunakan ya keterangannya tidak ada aktivitas direkening ini selama bulan padahal saldo ada,"['ko', 'aplikasi', 'keterangannya', 'aktivitas', 'direkening', 'saldo']",1,negative
di aplikasi wondr tidak ada riwayat transaksi yang tampilannya seperti rekening koran aplikasi yg lama sehingga tidak terlihat saldo sebelumnya saranuntuk tampilan riwayat transaksi untuk dapat dilengkapi seperti aplikasi sebelumnya seperti rekening koran,"['aplikasi', 'wondr', 'riwayat', 'transaksi', 'tampilannya', 'rekening', 'koran', 'aplikasi', 'saldo', 'saranuntuk', 'tampilan', 'riwayat', 'transaksi', 'dilengkapi', 'aplikasi', 'rekening', 'koran']",3,neutral
fiturnya bagustapi kenapa pas saya bikin terus verifikasi pin slalu ada tulisan kesalahan sistem trs klo verifikasi ulang pinnya cuma berhenti disitu engga ke halaman selanjutnyaini udh hari inikendalanya di habis foto ktp kan itu ngisi nomor yg ada di kartunya habis itu verifikasi pinbikin pinnah pas ngisi pin yg pertama slalu ada tulisan maaf ada kesalahan sistemterus saya coba lgi kannah itu cuma berhenti disitu tidak masuk akunnya,"['fiturnya', 'bagustapi', 'bikin', 'verifikasi', 'pin', 'slalu', 'tulisan', 'kesalahan', 'sistem', 'trs', 'verifikasi', 'ulang', 'pinnya', 'berhenti', 'disitu', 'engga', 'halaman', 'selanjutnyaini', 'udh', 'inikendalanya', 'habis', 'foto', 'ktp', 'ngisi', 'nomor', 'kartunya', 'habis', 'verifikasi', 'pinbikin', 'pinnah', 'ngisi', 'pin', 'slalu', 'tulisan', 'maaf', 'kesalahan', 'sistemterus', 'coba', 'kannah', 'berhenti', 'disitu', 'masuk', 'akunnya']",3,neutral
mempermudah semua transaksi kapan pun dan dimanapunsemakin mantap dgn menggunakan aplikasi wondr bnisemakin jaya bni,"['mempermudah', 'transaksi', 'dimanapunsemakin', 'mantap', 'dgn', 'aplikasi', 'wondr', 'bnisemakin', 'jaya', 'bni']",5,positive
sekarang sangat mudah untuk pemakaiannya,"['mudah', 'pemakaiannya']",5,positive
kenapa saya sudah login tapi diminta login kembali setiap kali buka aplikasi dan berujung sesi anda sudah berakhir,"['login', 'login', 'kali', 'buka', 'aplikasi', 'berujung', 'sesi']",3,neutral
sering eror mau transaksi di jam ke atas selalu gagal kalau buka refrensi dari perusahaan gue males bener make bni,"['eror', 'transaksi', 'jam', 'gagal', 'buka', 'refrensi', 'perusahaan', 'gue', 'males', 'bener', 'make', 'bni']",3,neutral
bagus kekuranganya belum bisa tarik tunai di atm tanpa kartu,"['bagus', 'kekuranganya', 'tarik', 'tunai', 'atm', 'kartu']",4,positive
tampilan sudah sangat bagus tapi tolong bisa segera ditambahkan fitur screenshot,"['tampilan', 'bagus', 'tolong', 'fitur', 'screenshot']",3,neutral
selamat siang aplikasinya kenapa tdk bsa di gunakan verifikasi datanya selalu ada kendala dan diminta coba lagi tapi tetap tidak bisa padahal pengisian datanya sudah benar semua mohon bantuannya terimakasih,"['selamat', 'siang', 'aplikasinya', 'bsa', 'verifikasi', 'datanya', 'kendala', 'coba', 'pengisian', 'datanya', 'mohon', 'bantuannya', 'terimakasih']",2,negative
kembalikan fitur history transaksi seperti yg dulu bos,"['kembalikan', 'fitur', 'history', 'transaksi', 'bos']",3,neutral
lebih simpel sich cuma engga bisa move on dr app bni yg lama terkadang app nya gampang ngambek sinya l lancar paket data aman tapi kaga bisa ke buka app nya,"['simpel', 'sich', 'engga', 'move', 'on', 'app', 'bni', 'terkadang', 'app', 'gampang', 'ngambek', 'sinya', 'l', 'lancar', 'paket', 'data', 'aman', 'kaga', 'buka', 'app']",3,neutral
saya baru tahu aplikasi ini pelayanan nya sangat sangat cepat fitur nya mudah di pahami transaksi nya juga enak alhamdulillah ga ada hambatan nya terima kasih wonder by bni,"['aplikasi', 'pelayanan', 'cepat', 'fitur', 'mudah', 'pahami', 'transaksi', 'enak', 'alhamdulillah', 'hambatan', 'terima', 'kasih', 'wonder', 'by', 'bni']",5,positive
kapan bisa menggunakan fitur setor tunai di wonder kenapa di aplikasi yg lama sudah tidak bisa setor tunai bumn kok macam begini bukannya lebih baik malah kalah sama swasta,"['fitur', 'setor', 'tunai', 'wonder', 'aplikasi', 'setor', 'tunai', 'bumn', 'kalah', 'swasta']",1,negative
kenapa aplikasi nya berhenti terus tidak bisa dibuka,"['aplikasi', 'berhenti', 'dibuka']",3,neutral
cepat dan tidak ribet,"['cepat', 'ribet']",5,positive
aplikasi bank yang sangat membantu untuk bertransaksi terima kasih,"['aplikasi', 'bank', 'membantu', 'bertransaksi', 'terima', 'kasih']",5,positive
verifikasi wajah ga bisa apa sistem deteksi nya errorsaya sudah mencoba tpi ttp gabisapadahal sudah mengikuti panduan nyatolong pengertian nya,"['verifikasi', 'wajah', 'sistem', 'deteksi', 'errorsaya', 'mencoba', 'gabisapadahal', 'mengikuti', 'panduan', 'nyatolong', 'pengertian']",1,negative
aplikasi keluar sendiri sesi login berakhir gitu aja terus masih lebih bagus bni mobile yg lama,"['aplikasi', 'sesi', 'login', 'gitu', 'bagus', 'bni', 'mobile']",1,negative
permudah login dong pake no rek dan kartu debit mgkin vermuk gagal trs sdh bbrpa hari ya tuhan gagal trs mentok terlalu banyak permintaan otp rasa nya pengen banting hp ini klo bukan karna payroll saya gak mau pake modelan ribet kyk gini,"['permudah', 'login', 'pake', 'no', 'rek', 'kartu', 'debit', 'mgkin', 'vermuk', 'gagal', 'trs', 'sdh', 'bbrpa', 'tuhan', 'gagal', 'trs', 'mentok', 'permintaan', 'otp', 'pengen', 'banting', 'hp', 'karna', 'payroll', 'gak', 'pake', 'modelan', 'ribet', 'kyk', 'gini']",2,negative
kenapa jika menggunakan wiffi selalu ada masalah ga bisa login dan ga bisa di akses harus menggunakan pket data baru bisa tolong diperbaiki lagi terimakasih,"['wiffi', 'login', 'akses', 'pket', 'data', 'tolong', 'diperbaiki', 'terimakasih']",3,neutral
ui nya bagus simpel sayangnya bbrp fitur terasa sulit dicari daripada cuma nampilin button lihat semua kategori ada baiknya untuk menampilkan seluruh icon feature yg tersedia atau ganti warna button nya ke warna yg mencolok bukan putih,"['ui', 'bagus', 'simpel', 'sayangnya', 'bbrp', 'fitur', 'sulit', 'dicari', 'nampilin', 'button', 'lihat', 'kategori', 'baiknya', 'menampilkan', 'icon', 'feature', 'tersedia', 'ganti', 'warna', 'button', 'warna', 'mencolok', 'putih']",3,neutral
udah bagus untuk transaksi qris udah enak make pin gak kayak bni mobile harus password tinggal keluarin fitur tap to pay biar makin seamless buat pembayaran,"['udah', 'bagus', 'transaksi', 'qris', 'udah', 'enak', 'make', 'pin', 'gak', 'kayak', 'bni', 'mobile', 'password', 'tinggal', 'keluarin', 'fitur', 'tap', 'to', 'pay', 'biar', 'seamless', 'pembayaran']",5,positive
enak lancar bangett sejauh ini,"['enak', 'lancar', 'bangett']",5,positive
