content,stemmed,score,category
pelayanan soal masalah nya kurang padahal cuma mau kembalikan saldo malah harus kluarin saldo juta dan hasilnya ngga kembali juga ujung ujungnya juta nya juga ngga di kembalikan,"['layan', 'kembali', 'saldo', 'kluarin', 'saldo', 'juta', 'hasil', 'ngga', 'ujung', 'ujung', 'juta', 'ngga', 'kembali']",1,negative
asuu masih ga jelas aplikasinya banyak bug gue yakin yang kasih bintang para pegawe bni sendiri wowkwkw males mo donwload ini krna rating aja masih dibawah lawak kau bni datang ke kcabang di suruh install pakek link mereka wowkw biar dapet bonus apa gmna ato afiliatet ya mana maksa lagi harus katanya cuma bisa di instal pake link mereka ternyata saya install dirumah bisa aja,"['asuu', 'aplikasi', 'bug', 'gue', 'kasih', 'bintang', 'pegawe', 'bni', 'wowkwkw', 'males', 'mo', 'donwload', 'krna', 'rating', 'bawah', 'lawak', 'kau', 'bni', 'kcabang', 'suruh', 'install', 'pakek', 'link', 'wowkw', 'biar', 'dapet', 'bonus', 'gmna', 'ato', 'afiliatet', 'maksa', 'instal', 'pake', 'link', 'install', 'rumah']",1,negative
sumpah ya knpa akhirakhir ini bni kacau banget sekarang setiap mau transaksi ada aja gangguan dari mulai setor tunai gak masuk rekening,"['sumpah', 'knpa', 'akhirakhir', 'bni', 'kacau', 'banget', 'transaksi', 'ganggu', 'setor', 'tunai', 'gak', 'masuk', 'rekening']",1,negative
sering nge lag gimana ini lagi urgent mohon perfomanya di tingkatkan malah lebih bagus aplikaai yang bni mobile banking yang sebelumnya,"['nge', 'lag', 'gimana', 'urgent', 'mohon', 'perfomanya', 'tingkat', 'bagus', 'aplikaai', 'bni', 'mobile', 'banking']",3,neutral
informasinya kurang lengkaptidak ada keterangancontoh ketika gaji masuk tidak ada keterangan gaji ke berapa kalau yang lama masih ada,"['informasi', 'lengkaptidak', 'keterangancontoh', 'gaji', 'masuk', 'terang', 'gaji']",3,neutral
aplikasi keren mudah di gunakan,"['aplikasi', 'keren', 'mudah']",5,positive
login sangat payah tixah bisa cepeat seeingnya malah gagal logintlg dj perbaiki dongmasih sangat bagus mobile bni sebelumnya,"['login', 'payah', 'tixah', 'cepeat', 'seeingnya', 'gagal', 'logintlg', 'dj', 'baik', 'dongmasih', 'bagus', 'mobile', 'bni']",3,neutral
aplikasi wonder by bni sangat simple dan mudah digunakanfitur fiturnya juga mudah di pahami dan berguna untuk transaksi apapun wonder by bank bni is wonderful,"['aplikasi', 'wonder', 'by', 'bni', 'simple', 'mudah', 'digunakanfitur', 'fiturnya', 'mudah', 'paham', 'guna', 'transaksi', 'apa', 'wonder', 'by', 'bank', 'bni', 'is', 'wonderful']",5,positive
sumpah bikin kesel tibatiba password gak bisa masuk dan harus bikin password baru dan saat verifikasi wajah berkalikali gak bisa bisa asli kesel sumpah,"['sumpah', 'bikin', 'kesel', 'tibatiba', 'password', 'gak', 'masuk', 'bikin', 'password', 'verifikasi', 'wajah', 'berkalikali', 'gak', 'asli', 'kesel', 'sumpah']",3,neutral
misi kak saya daftar wondr bni gabisa lanjut di tempat tinggal wali mohon dijawab kak,"['misi', 'kak', 'daftar', 'wondr', 'bni', 'gabisa', 'tinggal', 'wali', 'mohon', 'kak']",2,negative
belanja jadi mudah dan aman,"['belanja', 'mudah', 'aman']",5,positive
mau aktivkan repot ada password dg katagori huruf besar huruf kecil angka karakterface recog gak boleh pake kacamata saya plus lepas kacamata gak bisa baca perintah gagal terus capek bikin rek krn syarat kantor gaji terima langsung kosongin kirim ke rek lain si biru yg mbankingnya gak nekoneko,"['aktivkan', 'repot', 'password', 'katagori', 'huruf', 'huruf', 'angka', 'karakterface', 'recog', 'gak', 'pake', 'kacamata', 'plus', 'lepas', 'kacamata', 'gak', 'baca', 'perintah', 'gagal', 'capek', 'bikin', 'rek', 'krn', 'syarat', 'kantor', 'gaji', 'terima', 'langsung', 'kosongin', 'kirim', 'rek', 'biru', 'mbankingnya', 'gak', 'nekoneko']",1,negative
suka error ga bisa dibuka,"['suka', 'error', 'buka']",1,negative
awalnya agak kesulitan tp selanjutnya nyaman bgt apalagi data yg tersimpan di mbanking otomatis masuk di wondr,"['sulit', 'nyaman', 'data', 'simpan', 'mbanking', 'otomatis', 'masuk', 'wondr']",5,positive
parah sih seharian mbanking gak bisa buka hanya tampilan wonder by bni selalu muncul dalam gangguan sementara lagi butuh untuk belanja ini bukan hanya saya hampir teman sekantor gak bisa akses tolong di cek kembali ya kalau kayak gini bagusan yang sebelah,"['parah', 'sih', 'hari', 'mbanking', 'gak', 'buka', 'tampil', 'wonder', 'by', 'bni', 'muncul', 'ganggu', 'butuh', 'belanja', 'teman', 'kantor', 'gak', 'akses', 'tolong', 'cek', 'kayak', 'gin', 'bagus', 'belah']",1,negative
aplikasi jauh lebih baik dibandingkan versi yang terdahhlu dan lebih cepat semoga fiturfitur kedepan lebih lengkap,"['aplikasi', 'banding', 'versi', 'terdahhlu', 'cepat', 'moga', 'fiturfitur', 'depan', 'lengkap']",5,positive
aplikasi perbankan yang mudah proses daftarnya untuk keperluan transaksi finansial juga prosesnya mudah dan cepat,"['aplikasi', 'perban', 'mudah', 'proses', 'daftar', 'perlu', 'transaksi', 'finansial', 'proses', 'mudah', 'cepat']",5,positive
parah banget sekarangmau masuk aja lama banget stuck di main screen padahal udh update versi terbaru,"['parah', 'banget', 'sekarangmau', 'masuk', 'banget', 'stuck', 'main', 'screen', 'udh', 'update', 'versi', 'baru']",1,negative
klau udah masuk akses tolonglah bisa loging langsung cukup satu kalisidik jari saja kyk bni bengking masak iya setiap buka wonder masukan sandi terus kadang saya lupa,"['klau', 'udah', 'masuk', 'akses', 'tolong', 'loging', 'langsung', 'kalisidik', 'jari', 'kyk', 'bni', 'bengking', 'masak', 'iya', 'buka', 'wonder', 'masuk', 'sandi', 'kadang', 'lupa']",3,neutral
aplikasi bni amburadul sekarang ntah uang yang tiba ga bisa di tarik uang hilang kembali lagi sekarang buat bayar apa online lama banget di prosesnya,"['aplikasi', 'bni', 'amburadul', 'ntah', 'uang', 'tarik', 'uang', 'hilang', 'bayar', 'online', 'banget', 'proses']",1,negative
transaksi jdi lebih mudah pakai wonder,"['transaksi', 'mudah', 'pakai', 'wonder']",4,positive
wondr bagustp harus pastikan dlu fitur nya berfungsi dan minim bug paling tidak fitur standar di mobile bnisetor tunai dan tarik tunai tanpa kartu paling gx harus sama seperti mobile bni,"['wondr', 'bagustp', 'pasti', 'dlu', 'fitur', 'fungsi', 'minim', 'bug', 'fitur', 'standar', 'mobile', 'bnisetor', 'tunai', 'tarik', 'tunai', 'kartu', 'mobile', 'bni']",3,neutral
diatas jam malem kacau mulu gua perhatiin tolong lah di perbaiki,"['atas', 'jam', 'malem', 'kacau', 'mulu', 'gua', 'perhatiin', 'tolong', 'baik']",3,neutral
sering gangguan qris transfer pengambilan uang tanpa kartu d atm gk bsa,"['ganggu', 'qris', 'transfer', 'ambil', 'uang', 'kartu', 'atm', 'bsa']",1,negative
sebuah pengembangan aplikasi yang sangat di paksakan untuk nasabahnya kalau harus melalui aplikasi baru ini kenapa menu di bni mobile banking masih ada pilihan menu nya dan kalaupun dipindah ke aplikasi baru ini kenapa mobile banking tidak di hapus saja ini bukan mempermudah nasabah melainkam menambah beban karna selain menambah aplikasi baru juga harus mengingat sandi transaksi lagi semoga di baca pihak sdm pengembang bni,"['kembang', 'aplikasi', 'paksa', 'nasabah', 'aplikasi', 'menu', 'bni', 'mobile', 'banking', 'pilih', 'menu', 'pindah', 'aplikasi', 'mobile', 'banking', 'hapus', 'mudah', 'nasabah', 'melainkam', 'tambah', 'beban', 'karna', 'tambah', 'aplikasi', 'sandi', 'transaksi', 'moga', 'baca', 'sdm', 'kembang', 'bni']",3,neutral
aplikasinya loading terus sudah aktivasi dan sebagainya malah g bisa masuk muter terus di halaman syarat dan ketentuan,"['aplikasi', 'loading', 'aktivasi', 'masuk', 'muter', 'halaman', 'syarat', 'tentu']",3,neutral
aplikasi yang bagus buat investasi dan buka deposito di apk ini jadi lebih mudah dengan fiturnya yang praktis tampilannya simpel apk ini juga mudah untuk bertransaksi,"['aplikasi', 'bagus', 'investasi', 'buka', 'deposito', 'apk', 'mudah', 'fiturnya', 'praktis', 'tampil', 'simpel', 'apk', 'mudah', 'transaksi']",5,positive
banyak bug baru klik aplikasinya terus terima syarat setelah itu sesi berakhir sampai kali lebih dan bug lainnya saat tidak sengaja keluar aplikasi lalu kembali ke aplikasi langsung ada tulisan sesi berakhir terlalu ribet dan tidak se fleksibel sebelumnya,"['bug', 'klik', 'aplikasi', 'terima', 'syarat', 'sesi', 'kali', 'bug', 'sengaja', 'aplikasi', 'aplikasi', 'langsung', 'tulis', 'sesi', 'ribet', 'fleksibel']",1,negative
kenapa gk bisa masuk lgi ke wonder yasllu gagal,"['masuk', 'wonder', 'yasllu', 'gagal']",3,neutral
tiap sabtu mlm mau tarik tunai tanpa kartu tidak bisadimesin atm keterangan gagaldi sms ada keterangan berhasil tarik pulsa pun berkurang,"['sabtu', 'mlm', 'tarik', 'tunai', 'kartu', 'bisadimesin', 'atm', 'terang', 'gagaldi', 'sms', 'terang', 'hasil', 'tarik', 'pulsa', 'kurang']",1,negative
ini aplikasi kok makin ke sini loding buka awalnya kok lama ya,"['aplikasi', 'loding', 'buka']",3,neutral
kenapa mau buka bni kok gabisa malah suruh tunggu biasanya bni yg lama gak ada tu gangguan apapun padahal urgen bgt malah ga bisa di buka kecewa banget sii kalo kaya gini,"['buka', 'bni', 'gabisa', 'suruh', 'tunggu', 'bni', 'gak', 'tu', 'ganggu', 'apa', 'urgen', 'buka', 'kecewa', 'banget', 'sii', 'kalo', 'kaya', 'gin']",2,negative
riwayat transaksi tidak detail dan tidak bisa didownload ke dalam format pdf seperti mobile banking yang lama ketika ada transaksi yang bermasalah dengan orang lain jadi kesulitan tersendiri untuk memberi bukti riwayat transaksi yang valid,"['riwayat', 'transaksi', 'detail', 'didownload', 'format', 'pdf', 'mobile', 'banking', 'transaksi', 'masalah', 'orang', 'sulit', 'sendiri', 'bukti', 'riwayat', 'transaksi', 'valid']",3,neutral
ini gimna iya kok abis poto ktp malah kartu debit kredit mlu si pdhal saya kartu debit kredit nya kan biasanya kalo abis poto ktp langsung verifikasi muka tapi ini malah keluar kartu debit kredit mlu tolong p encerahan nya,"['gimna', 'iya', 'abis', 'poto', 'ktp', 'kartu', 'debit', 'kredit', 'mlu', 'pdhal', 'kartu', 'debit', 'kredit', 'kalo', 'abis', 'poto', 'ktp', 'langsung', 'verifikasi', 'muka', 'kartu', 'debit', 'kredit', 'mlu', 'tolong', 'p', 'encerahan']",2,negative
sumpah bikin kesel tibatiba password gak bisa masuk dan harus bikin password baru dan saat verifikasi wajah berkalikali gak bisa bisa asli kesel sumpah,"['sumpah', 'bikin', 'kesel', 'tibatiba', 'password', 'gak', 'masuk', 'bikin', 'password', 'verifikasi', 'wajah', 'berkalikali', 'gak', 'asli', 'kesel', 'sumpah']",3,neutral
kok sering gangguan yas,"['ganggu', 'yas']",3,neutral
gatau lebih enak pakai yang lama daripada yang ini sering banget lemotperbaikan sangat menggangu sekali untuk melakukan transaksi,"['gatau', 'enak', 'pakai', 'banget', 'lemotperbaikan', 'menggangu', 'transaksi']",1,negative
verifikasi pin nya gagal mohon arahannyaterimakasih kasih,"['verifikasi', 'pin', 'gagal', 'mohon', 'arahannyaterimakasih', 'kasih']",3,neutral
wah ternyata makin mempermudah transaksitransaksi apapun jdi gampang apk nya juga gampang di gunakan,"['mudah', 'transaksitransaksi', 'apa', 'gampang', 'apk', 'gampang']",5,positive
fiturnya masih kurang lengkap sperti bni mobile yg lama tdk ada pembayaran pendidikan,"['fiturnya', 'lengkap', 'sperti', 'bni', 'mobile', 'bayar', 'didik']",5,positive
turun bintangtolong ditambahkan fitur tarik tunai tanpa kartu atm ini sangat membantu jika lupa kartu atau kartu atm terblokir tolong perhatikan fitur ini sangat penting dan membantu jika sdh ada fitur tersebut baru cocok bintang skr msh bintang dulu,"['turun', 'bintangtolong', 'fitur', 'tarik', 'tunai', 'kartu', 'atm', 'bantu', 'lupa', 'kartu', 'kartu', 'atm', 'blokir', 'tolong', 'perhati', 'fitur', 'bantu', 'sdh', 'fitur', 'cocok', 'bintang', 'skr', 'msh', 'bintang']",3,neutral
kenapa tidak bisa di buka dari kemarin keterangannya cuma terjadi masalah kode to,"['buka', 'kemarin', 'terang', 'kode', 'to']",3,neutral
kenapa pas mau verifikasi email saat belum tuntas disuruh coba lagi besoknya egh pass dicoba besoknya tetep ga bisa ini knpaa yaa,"['verifikasi', 'email', 'tuntas', 'suruh', 'coba', 'besok', 'egh', 'pass', 'coba', 'besok', 'tetep', 'knpaa', 'yaa']",4,positive
banyak ganguan worder ya kacau bni tiap ada penting mau tf selalu ga kebuka ini saya ada poto ya tolong d perbaiki lagi tiap jam c wonder ganguan mulu,"['ganguan', 'worder', 'kacau', 'bni', 'tf', 'buka', 'poto', 'tolong', 'baik', 'jam', 'c', 'wonder', 'ganguan', 'mulu']",3,neutral
sangat membantu dan mudah digunakan tanpa ribet,"['bantu', 'mudah', 'ribet']",5,positive
history transaksi ga selengkap bni mobile dulu di sini ga ada keterangan saldo awal saldo akhir saya sebagai pengguna sangat lah bingung bagaimana saya bisa mengatahui saldo awal dan akhir jika ada uang yang masuk atau keluar tingkatin lagi deh aplikasi baru malah kek gini ga jelas,"['history', 'transaksi', 'lengkap', 'bni', 'mobile', 'terang', 'saldo', 'saldo', 'guna', 'bingung', 'mengatahui', 'saldo', 'uang', 'masuk', 'tingkatin', 'aplikasi', 'kek', 'gin']",1,negative
banyak fitur yang didapatkan tapi tolong kembalikan menu pembayaran pendidikan dan semua universitas yang terhubung saat ini menu pembayaran hanya tersedia unuk universitas indonesia,"['fitur', 'dapat', 'tolong', 'kembali', 'menu', 'bayar', 'didik', 'universitas', 'hubung', 'menu', 'bayar', 'sedia', 'unuk', 'universitas', 'indonesia']",3,neutral
benar apk banking yg beda dari yg lain ngk lemot dan mudah sekali digunakan apalagi dftr ny juga tidak sulit,"['apk', 'banking', 'beda', 'ngk', 'lot', 'mudah', 'dftr', 'sulit']",5,positive
saya suka banget sama aplikasinya desainnya keren dan fiturnya mudah digunakan cuma notifikasinya aja yang kurang karena baru muncul kalau transaksinya di atas atau sama dengan rp semoga kedepannya bisa diubah biar semua transaksi kelihatan berapapun nominalnya,"['suka', 'banget', 'aplikasi', 'desain', 'keren', 'fiturnya', 'mudah', 'notifikasi', 'muncul', 'transaksi', 'rp', 'moga', 'depan', 'ubah', 'biar', 'transaksi', 'nominal']",5,positive
buat apa bni pake aplikasi fungsinya juga hampir sama kenapa tidak mengembangkan aplikasi lama aja mau kehilangan nasabah apa saya mau bayar listrik di mb sekarang sudah tidak bisa,"['bni', 'pake', 'aplikasi', 'fungsi', 'kembang', 'aplikasi', 'hilang', 'nasabah', 'bayar', 'listrik', 'mb']",1,negative
nfc malah sering trouble waktu booting apk makin lama akhirnya harus narik uang cash mau beli token listrik sering nggak bisa,"['nfc', 'trouble', 'booting', 'apk', 'narik', 'uang', 'cash', 'beli', 'token', 'listrik', 'nggak']",3,neutral
tiap mau masuk aplikasi lama alias lemoot,"['masuk', 'aplikasi', 'alias', 'lemoot']",3,neutral
suka dan bagus tampilannya,"['suka', 'bagus', 'tampil']",5,positive
aplikasi ga bagus verifikasi wajah susah bgt suruh nunduk nunduk kedip kedip sampai pagel leher ga bisa buat cepet,"['aplikasi', 'bagus', 'verifikasi', 'wajah', 'susah', 'suruh', 'nunduk', 'nunduk', 'kedip', 'kedip', 'pagel', 'leher', 'cepet']",1,negative
kok detail kartunya segitu doank ya sisa tanggungan juga tidak tampil kayak di app bni sebelumya,"['detail', 'kartu', 'segitu', 'doank', 'sisa', 'tanggung', 'tampil', 'kayak', 'app', 'bni', 'sebelumya']",3,neutral
saya sudah dapat kode otpsudah masukan data ktp sudah masukan no debit tapi dapat keterangankamu belum memenuhi kriteria untuk bisa pakai wondrmohon solusinya mksh,"['kode', 'otpsudah', 'masuk', 'data', 'ktp', 'masuk', 'no', 'debit', 'keterangankamu', 'penuh', 'kriteria', 'pakai', 'wondrmohon', 'solusi', 'mksh']",3,neutral
aplikasinya cukup bagus karena dapat membantu saya mempermudah dalam transaksi selain itu aplikasi ini juga cukup bagus karena bisa menjadi tabungan dan investasi,"['aplikasi', 'bagus', 'bantu', 'mudah', 'transaksi', 'aplikasi', 'bagus', 'tabung', 'investasi']",5,positive
gabisa di buka tulisannya tidak bisa mendaftar tidak ada menu login padahal pendaftaran sudah terpenuhi dan sudah bisa di pakai transaksi pembelian token tapi ketika keluar aplikasi begitu masuk daftar dari awal lagi tidak ada menu loginnya,"['gabisa', 'buka', 'tulis', 'daftar', 'menu', 'login', 'daftar', 'penuh', 'pakai', 'transaksi', 'beli', 'token', 'aplikasi', 'masuk', 'daftar', 'menu', 'loginnya']",1,negative
setelah saya menggunakan app inimasih banyak yg kurangsalah satu informasi pengeluaran tidak ditampilkan sisa saldonya,"['app', 'inimasih', 'kurangsalah', 'informasi', 'keluar', 'tampil', 'sisa', 'saldo']",3,neutral
password udah pas saya masukin seperti biasanya tapi anehnya pas hari ini saya mau login lagi keterangannya password salah aneh pdhal password itu yg saya pakai setiap login,"['password', 'udah', 'masukin', 'aneh', 'login', 'terang', 'password', 'salah', 'aneh', 'pdhal', 'password', 'pakai', 'login']",3,neutral
nayamul loginnya gak semudah aplikasi sebelumnya,"['nayamul', 'loginnya', 'gak', 'mudah', 'aplikasi']",3,neutral
masih perlu peningkatan system terkadang loading lama,"['tingkat', 'system', 'terkadang', 'loading']",4,positive
mudah sekali gk kayak bank daerahmau bayar tagihan di bikin komet dulu,"['mudah', 'kayak', 'bank', 'daerahmau', 'bayar', 'tagih', 'bikin', 'komet']",5,positive
alhamdulillah sekrng sudah lancar lagi,"['alhamdulillah', 'sekrng', 'lancar']",5,positive
kenapa saya tidak bisa menerima kode verifikasi kode otp di email saya,"['terima', 'kode', 'verifikasi', 'kode', 'otp', 'email']",5,positive
cepat dan mantap,"['cepat', 'mantap']",5,positive
sulit masuknya,"['sulit', 'masuk']",2,negative
ini kenapa gak ya kok gak bisa login,"['gak', 'gak', 'login']",1,negative
kenapa di handphone baru saya loginnya selalu lama kadang pas mendadak butuh qris atau tf sampe nungguin bahkan kadang ga enak jadinya sama penjualan atau ojek,"['handphone', 'loginnya', 'kadang', 'dadak', 'butuh', 'qris', 'tf', 'sampe', 'nungguin', 'kadang', 'enak', 'jual', 'ojek']",2,negative
mudah lengkap fiturnya dan praktis,"['mudah', 'lengkap', 'fiturnya', 'praktis']",5,positive
sangat baik aplikasi baru launcing sdh baik semoga menunya cepat lengkap supaya transaksi lebih sempurna dengan kemudahan aplikasi wondr by bni,"['aplikasi', 'launcing', 'sdh', 'moga', 'menu', 'cepat', 'lengkap', 'transaksi', 'sempurna', 'mudah', 'aplikasi', 'wondr', 'by', 'bni']",5,positive
ga jelas aplikasi belum siap masa sudah berhasil login sudah transaksi lalu log out dr aplikasi lalu mau login kembali tidak bisa malah balik lagi ke kondisi awal ketika pertama kali daftar,"['aplikasi', 'hasil', 'login', 'transaksi', 'log', 'out', 'aplikasi', 'login', 'kondisi', 'kali', 'daftar']",1,negative
buka aplikasi harus pakai wifi pakai data selular lemot,"['buka', 'aplikasi', 'pakai', 'wifi', 'pakai', 'data', 'selular', 'lot']",4,positive
memang ada batas limit transfer harian ya dulu pakai mbangking bni bisa topup lebih dari jt skrg pakai ini maksimal hanya jt,"['batas', 'limit', 'transfer', 'hari', 'pakai', 'mbangking', 'bni', 'topup', 'jt', 'skrg', 'pakai', 'maksimal', 'jt']",3,neutral
halo min kenapa loginnya lama banget ya,"['halo', 'min', 'loginnya', 'banget']",1,negative
tidak bisa di buka lebih ribet udah bener pake bni mobile banking ini ribet dan sering gangguan saya mau bayar listrik di alihkan ke wonder tapi wondernya tdk bisa di gunakan dan mempersulit saya harus masukan no ipl nya setiap kali mau bayar udah balik lagi aja ke bni mobile banking ga usah neko,"['buka', 'ribet', 'udah', 'bener', 'pake', 'bni', 'mobile', 'banking', 'ribet', 'ganggu', 'bayar', 'listrik', 'alih', 'wonder', 'wondernya', 'sulit', 'masuk', 'no', 'ipl', 'kali', 'bayar', 'udah', 'bni', 'mobile', 'banking', 'neko']",1,negative
